WKT,Hyperlink,CAPT,DISCUSSION,YEAR_MO_DA,Shape_X,Shape_Y
"POINT (-111.042397274844 47.6205981111816)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-06-16.xml&_xslsrc=LCstyles.xsl,Lewis,across from Lower Portage Camp,1805-06-16,-111.042397275,47.6205981112
"POINT (-110.572628950112 47.8508901903695)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-06-12.xml&_xslsrc=LCstyles.xsl,Clark,"leaves Marias, head upriver, camp x Ft Benton",1805-06-12,-110.57262895,47.8508901904
"POINT (-110.775417561873 47.7750457079335)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-06-13.xml&_xslsrc=LCstyles.xsl,Clark,SW Ft. Benton,1805-06-13,-110.775417562,47.7750457079
"POINT (-110.942370823765 47.7336608995748)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-06-14.xml&_xslsrc=LCstyles.xsl,Clark,Carter? area,1805-06-14,-110.942370824,47.7336608996
"POINT (-111.042397274844 47.6205981111816)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-06-15.xml&_xslsrc=LCstyles.xsl,Clark,? mile north of Lower Portage Camp,1805-06-15,-111.042397275,47.6205981112
"POINT (-111.046013344205 47.6111606184871)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-06-16.xml&_xslsrc=LCstyles.xsl,Clark,"at Lower Portage Camp, ? mile N Belt Ck",1805-06-16,-111.046013344,47.6111606185
"POINT (-111.046013344205 47.6111606184871)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-06-17.xml&_xslsrc=LCstyles.xsl,Lewis,at Lower Portage Camp,1805-06-17/20,-111.046013344,47.6111606185
"POINT (-111.185746530094 47.5400295004487)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-06-17.xml&_xslsrc=LCstyles.xsl,Clark,"maps the falls & portage, drain, Crooked Falls",1805-06-17,-111.18574653,47.5400295004
"POINT (-111.294632306642 47.4569717479941)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-06-18.xml&_xslsrc=LCstyles.xsl,Clark,at White Bear Islands Camp,1805-06-18/19,-111.294632307,47.456971748
"POINT (-111.046013344205 47.6111606184871)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-06-20.xml&_xslsrc=LCstyles.xsl,Clark,returns to Lower Portage Camp,1805-06-20,-111.046013344,47.6111606185
"POINT (-111.046013344205 47.6111606184871)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-06-21.xml&_xslsrc=LCstyles.xsl,L&C,at Lower Portage Camp,1805-06-21,-111.046013344,47.6111606185
"POINT (-111.294632306642 47.4569717479941)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-06-22.xml&_xslsrc=LCstyles.xsl,L&C,at White Bear Islands Camp,1805-06-22,-111.294632307,47.456971748
"POINT (-111.420470769432 47.5164167410353)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-06-23.xml&_xslsrc=LCstyles.xsl,Lewis,"at Shannon's camp, up Sun River",1805-06-23,-111.420470769,47.516416741
"POINT (-111.294632306642 47.4569717479941)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-06-24.xml&_xslsrc=LCstyles.xsl,Lewis,returns to and stays at White Bear Is Camp,1805-06-24/30,-111.294632307,47.456971748
"POINT (-111.046013344205 47.6111606184871)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-06-27.xml&_xslsrc=LCstyles.xsl,Clark,at Lower Portage Camp,1805-06-23/27,-111.046013344,47.6111606185
"POINT (-111.086022507635 47.5300395734572)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-06-28.xml&_xslsrc=LCstyles.xsl,Clark,at Willow Run Camp,1805-06-28/30,-111.086022508,47.5300395735
"POINT (-111.294632306642 47.4569717479941)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-07-01.xml&_xslsrc=LCstyles.xsl,Clark,joins Lewis at White Bear Islands Camp,1805-07-01,-111.294632307,47.456971748
"POINT (-111.294632306642 47.4569717479941)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-07-09.xml&_xslsrc=LCstyles.xsl,L&C,at White Bear Islands Camp,1805-07-01/09,-111.294632307,47.456971748
"POINT (-111.294632306642 47.4569717479941)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-07-12.xml&_xslsrc=LCstyles.xsl,Lewis,at White Bear Islands Camp,1805-07-10/12,-111.294632307,47.456971748
"POINT (-111.408518785188 47.4350190413524)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-07-13.xml&_xslsrc=LCstyles.xsl,Lewis,joins Clark at Canoe Camp,1805-07-13,-111.408518785,47.4350190414
"POINT (-111.408518785188 47.4350190413524)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-07-10.xml&_xslsrc=LCstyles.xsl,Clark,at Canoe Camp,1805-07-10/13,-111.408518785,47.4350190414
"POINT (-111.408518785188 47.4350190413524)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-07-14.xml&_xslsrc=LCstyles.xsl,L&C,at Canoe Camp,1805-07-14,-111.408518785,47.4350190414
"POINT (-111.544910297508 47.3852968215696)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-07-15.xml&_xslsrc=LCstyles.xsl,L&C,head up the Missouri,1805-07-15,-111.544910298,47.3852968216
"POINT (-111.807433844748 47.1833410812926)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-07-16.xml&_xslsrc=LCstyles.xsl,Lewis,"goes ahead, camps at Pine Island Rapids",1805-07-16,-111.807433845,47.1833410813
"POINT (-111.742432446085 47.2322354119364)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-07-16.xml&_xslsrc=LCstyles.xsl,Clark,"and canoes continue upriver, x mi S Ulm",1805-07-16,-111.742432446,47.2322354119
"POINT (-111.887442136527 47.1349992006919)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-07-17.xml&_xslsrc=LCstyles.xsl,L&C,"rejoin, continue up, camp 2 mi N Dearborn",1805-07-17,-111.887442137,47.1349992007
"POINT (-112.014674912198 46.9069389506728)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-07-18.xml&_xslsrc=LCstyles.xsl,Clark,"scouts ahead, camps Towhead Gulch xx?",1805-07-18,-112.014674912,46.9069389507
"POINT (-111.823543242907 46.6719287072848)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-07-19.xml&_xslsrc=LCstyles.xsl,Clark,Lakeside area,1805-07-19,-111.823543243,46.6719287073
"POINT (-111.556856869403 46.4988592883378)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-07-20.xml&_xslsrc=LCstyles.xsl,Clark,"Beaver Creek area, Winston?",1805-07-20,-111.556856869,46.4988592883
"POINT (-111.564631624693 46.5116392748038)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-07-21.xml&_xslsrc=LCstyles.xsl,Clark,"Beaver Creek area, Winston?",1805-07-21,-111.564631625,46.5116392748
"POINT (-111.540735234393 46.4847005009977)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-07-22.xml&_xslsrc=LCstyles.xsl,Clark,"joins Lewis, continue upriver, camp",1805-07-22,-111.540735234,46.484700501
"POINT (-111.986626146634 46.9808345557349)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-07-18.xml&_xslsrc=LCstyles.xsl,Lewis,"upriver w/ canoes, camps x mi above Holter",1805-07-18,-111.986626147,46.9808345557
"POINT (-111.927727749298 46.8352655968859)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-07-19.xml&_xslsrc=LCstyles.xsl,Lewis,above 3 mi Gates of the Mountains,1805-07-19,-111.927727749,46.8352655969
"POINT (-111.804385129761 46.7230401323851)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-07-20.xml&_xslsrc=LCstyles.xsl,Lewis,"at spring run = Soup Ck, York area",1805-07-20,-111.80438513,46.7230401324
"POINT (-111.670200552616 46.5863655012547)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-07-21.xml&_xslsrc=LCstyles.xsl,Lewis,x mi S Canyon Ferry,1805-07-21,-111.670200553,46.5863655013
"POINT (-111.540735234393 46.4847005009977)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-07-22.xml&_xslsrc=LCstyles.xsl,Lewis,"rejoin Clark, continue, camp xx mi",1805-07-22,-111.540735234,46.484700501
"POINT (-111.489356978355 46.2135783434073)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-07-23.xml&_xslsrc=LCstyles.xsl,Clark,"scouts ahead again, camps Toston area?",1805-07-23,-111.489356978,46.2135783434
"POINT (-111.431576546967 46.0199562828445)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-07-24.xml&_xslsrc=LCstyles.xsl,Clark,camps Clarkston? area,1805-07-24,-111.431576547,46.0199562828
"POINT (-111.69881432346 45.8207927936375)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-07-25.xml&_xslsrc=LCstyles.xsl,Clark,"reaches 3 Fks, camps 10? mi SW",1805-07-25,-111.698814323,45.8207927936
"POINT (-111.651310474293 45.8094063283381)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-07-26.xml&_xslsrc=LCstyles.xsl,Clark,"at Willow Creek, N of Town?",1805-07-26,-111.651310474,45.8094063283
"POINT (-111.520738354385 45.9246858120517)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-07-27.xml&_xslsrc=LCstyles.xsl,Clark,rejoins Lewis Camp Island-Three Forks Camp,1805-07-27,-111.520738354,45.9246858121
"POINT (-111.520187507452 46.3683028144443)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-07-23.xml&_xslsrc=LCstyles.xsl,Lewis,continues upriver with the canoes,1805-07-23,-111.520187507,46.3683028144
"POINT (-111.477407243493 46.2424594144752)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-07-24.xml&_xslsrc=LCstyles.xsl,Lewis, ,1805-07-24,-111.477407243,46.2424594145
"POINT (-111.409348462896 46.1216271233783)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-07-25.xml&_xslsrc=LCstyles.xsl,Lewis,at Toston Dam,1805-07-25,-111.409348463,46.1216271234
"POINT (-111.4410141629 45.9910749445498)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-07-26.xml&_xslsrc=LCstyles.xsl,Lewis,at Eagle Rock,1805-07-26,-111.441014163,45.9910749445
"POINT (-111.520738354385 45.9246858120517)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-07-29.xml&_xslsrc=LCstyles.xsl,Lewis,rejoin Clark Camp Island-Three Forks Camp,1805-07-27/29,-111.520738354,45.9246858121
"POINT (-111.654919538592 45.8424569123936)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-07-30.xml&_xslsrc=LCstyles.xsl,Lewis,"heads upriver on foot, camps, x mi 3 fk",1805-07-30,-111.654919539,45.8424569124
"POINT (-111.636867056626 45.8541242359769)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-07-30.xml&_xslsrc=LCstyles.xsl,Clark,"heads upriver in canoes, camps, x mi 3 Fk",1805-07-30,-111.636867057,45.854124236
"POINT (-111.80271004664 45.7957933662069)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-07-31.xml&_xslsrc=LCstyles.xsl,L&C,"above Antelope Creek, x mi W Sappington",1805-07-31,-111.802710047,45.7957933662
"POINT (-111.998272993837 45.8732902697149)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-08-01.xml&_xslsrc=LCstyles.xsl,Lewis,"ahead, camps > Boulder R, x mi Whitehall",1805-08-01,-111.998272994,45.8732902697
"POINT (-112.184667781957 45.7482919436471)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-08-02.xml&_xslsrc=LCstyles.xsl,Lewis,near Waterloo,1805-08-02,-112.184667782,45.7482919436
"POINT (-112.324957025904 45.5627289613707)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-08-03.xml&_xslsrc=LCstyles.xsl,Lewis,N of Twin Bridges,1805-08-03,-112.324957026,45.5627289614
"POINT (-112.466639439178 45.4805052666502)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-08-04.xml&_xslsrc=LCstyles.xsl,Lewis,SW of Twin Bridges on Big Hole,1805-08-04,-112.466639439,45.4805052667
"POINT (-112.349128615092 45.5188379194466)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-08-05.xml&_xslsrc=LCstyles.xsl,Lewis,S of Twin Bridges,1805-08-05,-112.349128615,45.5188379194
"POINT (-112.340241171456 45.5746775702819)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-08-06.xml&_xslsrc=LCstyles.xsl,Lewis,"rejoins Clark, camp opp mouth Big Hole River",1805-08-06,-112.340241171,45.5746775703
"POINT (-111.944656754152 45.8666221605791)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-08-01.xml&_xslsrc=LCstyles.xsl,Clark,"continues w/ canoes, camps opp Boulder River",1805-08-01,-111.944656754,45.8666221606
"POINT (-112.052726183093 45.856902268731)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-08-02.xml&_xslsrc=LCstyles.xsl,Clark,near Whitehall,1805-08-02,-112.052726183,45.8569022687
"POINT (-112.135226913509 45.7824523518677)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-08-03.xml&_xslsrc=LCstyles.xsl,Clark,x mi S of whitehall,1805-08-03,-112.135226914,45.7824523519
"POINT (-112.279407932355 45.6852275725976)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-08-04.xml&_xslsrc=LCstyles.xsl,Clark,near Silver Star,1805-08-04,-112.279407932,45.6852275726
"POINT (-112.347742288233 45.5685695503865)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-08-05.xml&_xslsrc=LCstyles.xsl,Clark,on Bighole River 1 mi above mouth,1805-08-05,-112.347742288,45.5685695504
"POINT (-112.340241171456 45.5746775702819)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-08-06.xml&_xslsrc=LCstyles.xsl,Clark,"rejoins Lewis, camp opp mouth Big Hole R",1805-08-06,-112.340241171,45.5746775703
"POINT (-112.334411804151 45.5407886337328)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-08-07.xml&_xslsrc=LCstyles.xsl,L&C,"N of mouth of Ruby, x mi S of Twin B",1805-08-07,-112.334411804,45.5407886337
"POINT (-112.404416947406 45.4574434005163)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-08-08.xml&_xslsrc=LCstyles.xsl,L&C,x mi S of Twin Bridges,1805-08-08,-112.404416947,45.4574434005
"POINT (-112.584441127872 45.2552146378594)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-08-09.xml&_xslsrc=LCstyles.xsl,Lewis,"scouts ahead again, x mi NE of Dillon",1805-08-09,-112.584441128,45.2552146379
"POINT (-112.94750771048 44.9907751674708)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-08-10.xml&_xslsrc=LCstyles.xsl,Lewis,"near Indianhead Mountain, W of reservoir",1805-08-10,-112.94750771,44.9907751675
"POINT (-113.206690112361 45.0677225044717)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-08-11.xml&_xslsrc=LCstyles.xsl,Lewis,"on stream, x mi NW of Grant",1805-08-11,-113.206690112,45.0677225045
"POINT (-113.495599521404 44.9877284503755)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-08-12.xml&_xslsrc=LCstyles.xsl,Lewis,"in Idaho, spring or spring run",1805-08-12,-113.495599521,44.9877284504
"POINT (-113.682273663119 45.0513343064552)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-08-13.xml&_xslsrc=LCstyles.xsl,Lewis,at Shoshoni village,1805-08-13/14,-113.682273663,45.0513343065
"POINT (-113.300854679818 44.9868939043826)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-08-15.xml&_xslsrc=LCstyles.xsl,Lewis,"in Idaho, spring or spring run",1805-08-15,-113.30085468,44.9868939044
"POINT (-112.865282754771 44.9921626759745)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-08-16.xml&_xslsrc=LCstyles.xsl,Lewis,near Clark Canyon Dam,1805-08-16,-112.865282755,44.992162676
"POINT (-112.863329254998 44.993821134989)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-08-17.xml&_xslsrc=LCstyles.xsl,Lewis,"rejoins Clark; Fortunate Camp",1805-08-17,-112.863329255,44.993821135
"POINT (-112.431642190518 45.3935620453744)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-08-09.xml&_xslsrc=LCstyles.xsl,Clark,"continues upriver, camps < Beaverhead Rock",1805-08-09,-112.431642191,45.3935620454
"POINT (-112.505541872787 45.38050346548)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-08-10.xml&_xslsrc=LCstyles.xsl,Clark,above Beaverhead Rock,1805-08-10,-112.505541873,45.3805034655
"POINT (-112.574711301655 45.3091092709669)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-08-11.xml&_xslsrc=LCstyles.xsl,Clark,x mi NE of Dillon,1805-08-11,-112.574711302,45.309109271
"POINT (-112.625277230944 45.2521690544918)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-08-12.xml&_xslsrc=LCstyles.xsl,Clark,x miles NE of Dillon,1805-08-12,-112.625277231,45.2521690545
"POINT (-112.677495570775 45.2046678698854)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-08-13.xml&_xslsrc=LCstyles.xsl\,Clark,x mi S of Dillon,1805-08-13,-112.677495571,45.2046678699
"POINT (-112.730826898988 45.1368874851995)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-08-14.xml&_xslsrc=LCstyles.xsl,Clark,"? mile below Rattlesnake Cliffs, Barratts",1805-08-14,-112.730826899,45.1368874852
"POINT (-112.79332901924 45.0738265165953)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-08-15.xml&_xslsrc=LCstyles.xsl,Clark,"Gallagher Creek, x mi from ?",1805-08-15,-112.793329019,45.0738265166
"POINT (-112.846673523044 45.0113239648399)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-08-16.xml&_xslsrc=LCstyles.xsl,Clark,"Clark Canyon Creek, 2? mi N of Dam",1805-08-16,-112.846673523,45.0113239648
"POINT (-112.863329254998 44.993821134989)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-08-17.xml&_xslsrc=LCstyles.xsl,Clark,"rejoins Lewis; Fortunate Camp",1805-08-17,-112.863329255,44.993821135
"POINT (-112.863329254998 44.993821134989)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-08-18.xml&_xslsrc=LCstyles.xsl,Lewis,remained at Fortunate Camp,1805-08-18/23,-112.863329255,44.993821135
"POINT (-112.977784076964 44.9877182264694)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-08-24.xml&_xslsrc=LCstyles.xsl,Lewis,"heads toward Lemhi Pass, Medicine Lodge? C",1805-08-24,-112.977784077,44.9877182265
"POINT (-113.30669833303 44.9868931953319)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-08-25.xml&_xslsrc=LCstyles.xsl,Lewis,"at spring, x mi from Lemhi",1805-08-25,-113.306698333,44.9868931953
"POINT (-113.657550626925 45.0227265225697)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-08-26.xml&_xslsrc=LCstyles.xsl,Lewis,"at upper Shoshoni village, Clark arrives 29th",1805-08-26/29,-113.657550627,45.0227265226
"POINT (-113.225022808509 45.0149445643516)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-08-18.xml&_xslsrc=LCstyles.xsl,Clark,"explores Salmon; at Horse Prairie narrows",1805-08-18,-113.225022809,45.0149445644
"POINT (-113.576994912592 44.9855075911604)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-08-19.xml&_xslsrc=LCstyles.xsl,Clark,"in Idaho, Agency Creek, x mi from Lemhi?",1805-08-19,-113.576994913,44.9855075912
"POINT (-113.727273833928 45.0902247720106)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-08-20.xml&_xslsrc=LCstyles.xsl,Clark,"near Baker, Idaho",1805-08-20,-113.727273834,45.090224772
"POINT (-113.906455746797 45.3104993257204)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-08-21.xml&_xslsrc=LCstyles.xsl,Clark,"1 mi above Tower Creek, x mi from Salmon",1805-08-21,-113.906455747,45.3104993257
"POINT (-114.022026272752 45.4088243237238)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-08-22.xml&_xslsrc=LCstyles.xsl,Clark,"x mi w of North Fork, Idaho",1805-08-22,-114.022026273,45.4088243237
"POINT (-114.200913045931 45.4110552370519)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-08-23.xml&_xslsrc=LCstyles.xsl,Clark,"x mi W of North Fork, Idaho",1805-08-23,-114.200913046,45.4110552371
"POINT (-114.04118421432 45.3932752292007)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-08-24.xml&_xslsrc=LCstyles.xsl,Clark,"x mi W of North Fork, Idaho",1805-08-24,-114.041184214,45.3932752292
"POINT (-113.906455746797 45.3104993257204)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-08-25.xml&_xslsrc=LCstyles.xsl,Clark,1 mile above Tower Creek again,1805-08-25,-113.906455747,45.3104993257
"POINT (-113.805617456755 45.1393909775128)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-08-26.xml&_xslsrc=LCstyles.xsl,Clark,"at the fish weir camp, x mi N of Baker",1805-08-26/28,-113.805617457,45.1393909775
"POINT (-113.657550626925 45.0227265225697)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-08-29.xml&_xslsrc=LCstyles.xsl,Clark,rejoins Lewis at upper Shoshoni camp,1805-08-29,-113.657550627,45.0227265226
"POINT (-113.80145024222 45.1302209701081)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-08-30.xml&_xslsrc=LCstyles.xsl,L&C,x mi from Baker,1805-08-30,-113.801450242,45.1302209701
"POINT (-113.8647849094 45.3543890057945)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-08-31.xml&_xslsrc=LCstyles.xsl,L&C,x mi from Baker,1805-08-31,-113.864784909,45.3543890058
"POINT (-113.969798080199 45.5904987678495)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-09-02.xml&_xslsrc=LCstyles.xsl,L&C,x mi from North Fork,1805-09-02,-113.96979808,45.5904987678
"POINT (-113.993687914594 45.7049400594918)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-09-03.xml&_xslsrc=LCstyles.xsl,L&C,"on Montana-Idaho border, W Lost Trail Pass",1805-09-03,-113.993687915,45.7049400595
"POINT (-113.966751210351 45.8324426418136)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-09-04.xml&_xslsrc=LCstyles.xsl,L&C,"near Sula, Mt with Salish",1805-09-04/05,-113.96675121,45.8324426418
"POINT (-114.059535696935 45.8774453380406)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-09-06.xml&_xslsrc=LCstyles.xsl,L&C,x mi N of Sula,1805-09-06,-114.059535697,45.877445338
"POINT (-114.164820815619 46.1499486088514)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-09-07.xml&_xslsrc=LCstyles.xsl,L&C,x mi S of Hamilton,1805-09-07,-114.164820816,46.1499486089
"POINT (-114.090118318862 46.4744005229403)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-09-08.xml&_xslsrc=LCstyles.xsl,L&C,x mi S of Stevensville,1805-09-08,-114.090118319,46.4744005229
"POINT (-114.815127833591 46.5146808711135)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-09-14.xml&_xslsrc=LCstyles.xsl,L&C,"near Powell Ranger Station, idaho",1805-09-14,-114.815127834,46.5146808711
"POINT (-114.815130656996 46.563569155658)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-09-15.xml&_xslsrc=LCstyles.xsl,L&C,"high point near snowbank, NW of RS",1805-09-15,-114.815130657,46.5635691557
"POINT (-115.01069942348 46.5418981955676)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-09-16.xml&_xslsrc=LCstyles.xsl,L&C,"Moon Creek cove, x mi from ?",1805-09-16,-115.010699423,46.5418981956
"POINT (-115.141817183685 46.5027244330136)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-09-17.xml&_xslsrc=LCstyles.xsl,L&C,"on high knob near sinkhole, x mi from ?",1805-09-17,-115.141817184,46.502724433
"POINT (-115.416828968071 46.369934267917)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-09-18.xml&_xslsrc=LCstyles.xsl,Clark,"scouts ahead; camps on Hungry Creek",1805-09-18,-115.416828968,46.3699342679
"POINT (-115.712382933199 46.2971542370267)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-09-19.xml&_xslsrc=LCstyles.xsl,Clark,"at Cedar Creek, x mi from Weippe",1805-09-19,-115.712382933,46.297154237
"POINT (-115.911272499997 46.3388061380299)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-09-20.xml&_xslsrc=LCstyles.xsl,Clark,"at west Nez Perce village, Weippe",1805-09-20,-115.9112725,46.338806138
"POINT (-115.903223325556 46.3388056276133)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-09-22.xml&_xslsrc=LCstyles.xsl,Clark,"rejoins Lewis at Nez Perce village, Weippe",1805-09-22,-115.903223326,46.3388056276
"POINT (-115.271536838321 46.4393914003841)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-09-18.xml&_xslsrc=LCstyles.xsl,Lewis,"& main party, on mtn side, water at ½ mi",1805-09-18,-115.271536838,46.4393914004
"POINT (-115.480439303957 46.3888243670041)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-09-19.xml&_xslsrc=LCstyles.xsl,Lewis,3 miles above Bowl Creek,1805-09-19,-115.480439304,46.388824367
"POINT (-115.634608434427 46.3152096894819)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-09-20.xml&_xslsrc=LCstyles.xsl,Lewis,on dry ridge,1805-09-20,-115.634608434,46.3152096895
"POINT (-115.816270996445 46.2965852287028)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-09-21.xml&_xslsrc=LCstyles.xsl,Lewis,at Lolo Creek,1805-09-21,-115.816270996,46.2965852287
"POINT (-115.903223325556 46.3388056276133)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-09-22.xml&_xslsrc=LCstyles.xsl,Lewis,"rejoins Clark at Nez Perce village, Weippe",1805-09-22,-115.903223326,46.3388056276
"POINT (-115.94571729913 46.339087902123)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-09-23.xml&_xslsrc=LCstyles.xsl,L&C,x mi from ?,1805-09-23,-115.945717299,46.3390879021
